order_id,order_number,customer_id,store_id,order_date,status_id,payment_mode_id,channel_id,total_amount,discount_amount,net_amount,is_return,created_at
62,TXN00000062,13497,456,2024-09-12 00:00:00,3,2,1,173.81,1.19,173.81,0,2026-05-30 01:02:27
63,TXN00000063,17216,173,2025-12-15 00:00:00,3,2,1,38.33,0.67,38.33,0,2026-05-30 01:02:27
64,TXN00000064,14443,108,2024-11-05 00:00:00,3,3,1,671.00,10.80,671.00,0,2026-05-30 01:02:27
65,TXN00000065,16876,88,2025-11-10 00:00:00,3,2,1,487.56,20.22,487.56,0,2026-05-30 01:02:27
66,TXN00000066,843,267,2025-10-24 00:00:00,3,6,1,844.90,2.55,844.90,0,2026-05-30 01:02:27
67,TXN00000067,4490,102,2024-08-30 00:00:00,3,3,1,2385.15,6.97,2385.15,0,2026-05-30 01:02:27
68,TXN00000068,9160,170,2025-08-05 00:00:00,3,2,1,134.24,6.88,134.24,0,2026-05-30 01:02:27
69,TXN00000069,4223,250,2024-10-04 00:00:00,3,2,1,1064.45,22.11,1064.45,0,2026-05-30 01:02:27
70,TXN00000070,3240,164,2024-09-25 00:00:00,3,2,1,101.56,3.22,101.56,0,2026-05-30 01:02:27
71,TXN00000071,701,48,2025-05-27 00:00:00,3,2,1,125.79,13.21,125.79,0,2026-05-30 01:02:27
72,TXN00000072,10313,8,2025-11-28 00:00:00,3,2,1,55.38,14.62,55.38,0,2026-05-30 01:02:27
73,TXN00000073,7082,269,2024-12-31 00:00:00,3,4,1,1081.86,19.38,1081.86,0,2026-05-30 01:02:27
74,TXN00000074,16224,315,2024-06-25 00:00:00,3,1,1,43.83,1.17,43.83,0,2026-05-30 01:02:27
75,TXN00000075,8537,435,2025-02-06 00:00:00,3,2,1,1398.70,14.26,1398.70,0,2026-05-30 01:02:27
76,TXN00000076,5792,313,2024-10-09 00:00:00,3,2,1,961.08,19.73,961.08,0,2026-05-30 01:02:27
77,TXN00000077,5485,140,2024-08-02 00:00:00,3,3,1,1788.69,8.77,1788.69,0,2026-05-30 01:02:27
78,TXN00000078,8905,8,2025-05-03 00:00:00,3,3,1,686.77,333.23,686.77,0,2026-05-30 01:02:27
79,TXN00000079,5435,332,2024-08-20 00:00:00,3,3,1,79.20,0.80,79.20,0,2026-05-30 01:02:27
80,TXN00000080,15003,448,2025-06-08 00:00:00,3,2,1,60.06,3.97,60.06,0,2026-05-30 01:02:27
81,TXN00000081,5954,132,2025-11-11 00:00:00,3,2,1,222.66,4.78,222.66,0,2026-05-30 01:02:27
82,TXN00000082,9238,207,2025-03-20 00:00:00,3,2,1,583.20,18.36,583.20,0,2026-05-30 01:02:27
83,TXN00000083,448,374,2024-10-15 00:00:00,3,4,1,93.93,8.69,93.93,0,2026-05-30 01:02:27
84,TXN00000084,14117,362,2024-02-03 00:00:00,3,2,1,871.08,84.64,871.08,0,2026-05-30 01:02:27
85,TXN00000085,19323,368,2025-09-23 00:00:00,3,3,1,685.71,71.43,685.71,0,2026-05-30 01:02:27
86,TXN00000086,11975,282,2024-07-11 00:00:00,3,6,1,16.09,7.91,16.09,0,2026-05-30 01:02:27
87,TXN00000087,17939,243,2025-12-26 00:00:00,3,6,1,148.30,45.85,148.30,0,2026-05-30 01:02:27
88,TXN00000088,7589,372,2024-01-06 00:00:00,3,1,1,1789.52,47.62,1789.52,0,2026-05-30 01:02:27
89,TXN00000089,15842,35,2025-10-12 00:00:00,3,1,1,654.75,14.05,654.75,0,2026-05-30 01:02:27
90,TXN00000090,7737,218,2025-07-09 00:00:00,3,6,1,97.50,2.50,97.50,0,2026-05-30 01:02:27
91,TXN00000091,5276,382,2024-10-15 00:00:00,3,3,1,342.84,3.29,342.84,0,2026-05-30 01:02:27
92,TXN00000092,16883,192,2024-06-08 00:00:00,3,2,1,177.27,0.91,177.27,0,2026-05-30 01:02:27
93,TXN00000093,17260,185,2025-08-30 00:00:00,3,3,1,340.16,9.92,340.16,0,2026-05-30 01:02:27
94,TXN00000094,16626,249,2024-10-20 00:00:00,3,6,1,1564.16,8.96,1564.16,0,2026-05-30 01:02:27
95,TXN00000095,6713,184,2024-08-23 00:00:00,3,5,1,204.13,19.87,204.13,0,2026-05-30 01:02:27
96,TXN00000096,2337,205,2024-01-21 00:00:00,3,2,1,643.25,6.35,643.25,0,2026-05-30 01:02:27
97,TXN00000097,10560,215,2025-04-16 00:00:00,3,2,1,358.30,5.85,358.30,0,2026-05-30 01:02:27
98,TXN00000098,14831,442,2024-01-11 00:00:00,3,2,1,557.20,1.40,557.20,0,2026-05-30 01:02:27
99,TXN00000099,10660,90,2024-10-15 00:00:00,3,1,1,437.22,49.26,437.22,0,2026-05-30 01:02:27
100,TXN00000100,19118,77,2025-06-28 00:00:00,3,3,1,591.70,29.15,591.70,0,2026-05-30 01:02:27
101,TXN00000101,13045,228,2024-03-23 00:00:00,3,6,1,437.84,31.08,437.84,0,2026-05-30 01:02:27
102,TXN00000102,7661,444,2024-06-16 00:00:00,3,5,1,49.36,4.64,49.36,0,2026-05-30 01:02:27
103,TXN00000103,2510,87,2025-11-10 00:00:00,3,6,1,183.75,3.75,183.75,0,2026-05-30 01:02:27
104,TXN00000104,13190,480,2025-07-12 00:00:00,3,2,1,1308.64,17.84,1308.64,0,2026-05-30 01:02:27
105,TXN00000105,3466,121,2024-11-04 00:00:00,3,5,1,203.58,7.14,203.58,0,2026-05-30 01:02:27
106,TXN00000106,7438,171,2025-05-16 00:00:00,3,3,1,1772.05,20.59,1772.05,0,2026-05-30 01:02:27
107,TXN00000107,222,279,2025-02-09 00:00:00,3,2,1,214.72,20.28,214.72,0,2026-05-30 01:02:27
108,TXN00000108,8243,268,2024-07-15 00:00:00,3,4,1,117.85,1.43,117.85,0,2026-05-30 01:02:27
109,TXN00000109,18859,358,2024-08-16 00:00:00,3,3,1,71.40,19.30,71.40,0,2026-05-30 01:02:27
110,TXN00000110,19691,383,2025-01-14 00:00:00,3,2,1,154.96,2.52,154.96,0,2026-05-30 01:02:27
111,TXN00000111,14855,290,2024-09-28 00:00:00,3,2,1,321.30,0.74,321.30,0,2026-05-30 01:02:27
112,TXN00000112,19512,115,2024-10-27 00:00:00,3,1,1,844.00,18.00,844.00,0,2026-05-30 01:02:27
113,TXN00000113,1804,10,2025-02-22 00:00:00,3,2,1,225.06,8.94,225.06,0,2026-05-30 01:02:27
114,TXN00000114,6091,190,2025-03-21 00:00:00,3,3,1,71.28,3.72,71.28,0,2026-05-30 01:02:27
115,TXN00000115,3214,401,2025-04-26 00:00:00,3,2,1,586.24,20.88,586.24,0,2026-05-30 01:02:27
116,TXN00000116,15437,224,2024-05-14 00:00:00,3,6,1,55.32,3.68,55.32,0,2026-05-30 01:02:27
117,TXN00000117,7776,280,2024-02-13 00:00:00,3,3,1,150.06,8.94,150.06,0,2026-05-30 01:02:27
118,TXN00000118,17560,180,2024-11-30 00:00:00,3,6,1,384.78,0.74,384.78,0,2026-05-30 01:02:27
119,TXN00000119,4826,449,2024-09-10 00:00:00,3,1,1,677.75,29.45,677.75,0,2026-05-30 01:02:27
120,TXN00000120,13081,352,2024-09-14 00:00:00,3,5,1,1184.56,117.72,1184.56,0,2026-05-30 01:02:27
121,TXN00000121,7285,338,2025-02-12 00:00:00,3,2,1,83.42,3.29,83.42,0,2026-05-30 01:02:27
122,TXN00000122,15992,464,2025-05-18 00:00:00,3,2,1,205.02,1.66,205.02,0,2026-05-30 01:02:27
123,TXN00000123,417,129,2025-06-24 00:00:00,3,2,1,134.92,1.27,134.92,0,2026-05-30 01:02:27
124,TXN00000124,18262,9,2024-04-29 00:00:00,3,5,1,220.76,3.81,220.76,0,2026-05-30 01:02:27
125,TXN00000125,2480,444,2024-04-05 00:00:00,3,2,1,2476.04,56.98,2476.04,0,2026-05-30 01:02:27
126,TXN00000126,8028,69,2024-12-24 00:00:00,3,2,1,1091.00,78.50,1091.00,0,2026-05-30 01:02:27
127,TXN00000127,14073,477,2024-06-20 00:00:00,3,3,1,167.35,0.53,167.35,0,2026-05-30 01:02:27
128,TXN00000128,6330,348,2025-06-14 00:00:00,3,5,1,141.78,1.74,141.78,0,2026-05-30 01:02:27
129,TXN00000129,2926,424,2025-07-01 00:00:00,3,3,1,162.39,5.87,162.39,0,2026-05-30 01:02:27
130,TXN00000130,19317,243,2025-02-01 00:00:00,3,6,1,526.71,38.43,526.71,0,2026-05-30 01:02:27
131,TXN00000131,6291,437,2024-01-10 00:00:00,3,3,1,298.80,10.40,298.80,0,2026-05-30 01:02:27
132,TXN00000132,4522,329,2024-06-27 00:00:00,3,3,1,103.32,0.56,103.32,0,2026-05-30 01:02:27
133,TXN00000133,10217,229,2024-10-28 00:00:00,3,6,1,204.52,9.48,204.52,0,2026-05-30 01:02:27
134,TXN00000134,2701,335,2024-06-20 00:00:00,3,2,1,934.12,11.47,934.12,0,2026-05-30 01:02:27
135,TXN00000135,10090,17,2025-11-11 00:00:00,3,6,1,1142.89,56.11,1142.89,0,2026-05-30 01:02:27
136,TXN00000136,1841,427,2025-01-24 00:00:00,3,2,1,189.60,60.40,189.60,0,2026-05-30 01:02:27
137,TXN00000137,6134,401,2024-01-15 00:00:00,3,5,1,457.40,25.30,457.40,0,2026-05-30 01:02:27
138,TXN00000138,18770,69,2024-05-22 00:00:00,3,1,1,1310.55,11.89,1310.55,0,2026-05-30 01:02:27
139,TXN00000139,7373,213,2024-03-31 00:00:00,3,2,1,428.64,14.68,428.64,0,2026-05-30 01:02:27
140,TXN00000140,17385,239,2024-12-07 00:00:00,3,6,1,633.28,16.68,633.28,0,2026-05-30 01:02:27
141,TXN00000141,4015,407,2025-04-29 00:00:00,3,3,1,583.78,13.11,583.78,0,2026-05-30 01:02:27
142,TXN00000142,12210,142,2024-12-02 00:00:00,3,2,1,97.33,6.67,97.33,0,2026-05-30 01:02:27
143,TXN00000143,7741,442,2024-01-05 00:00:00,3,3,1,455.36,15.16,455.36,0,2026-05-30 01:02:27
144,TXN00000144,3083,482,2024-08-18 00:00:00,3,6,1,285.18,7.41,285.18,0,2026-05-30 01:02:27
145,TXN00000145,8044,443,2024-05-13 00:00:00,3,1,1,41.91,8.09,41.91,0,2026-05-30 01:02:27
146,TXN00000146,12391,186,2025-08-21 00:00:00,3,6,1,348.44,69.78,348.44,0,2026-05-30 01:02:27
147,TXN00000147,16924,404,2025-06-04 00:00:00,3,3,1,268.04,12.99,268.04,0,2026-05-30 01:02:27
148,TXN00000148,1748,1,2024-03-09 00:00:00,3,2,1,145.05,15.65,145.05,0,2026-05-30 01:02:27
149,TXN00000149,10136,387,2024-03-04 00:00:00,3,3,1,104.44,2.89,104.44,0,2026-05-30 01:02:27
150,TXN00000150,11637,285,2024-03-26 00:00:00,3,6,1,480.84,33.72,480.84,0,2026-05-30 01:02:27
151,TXN00000151,7034,390,2024-05-02 00:00:00,3,2,1,549.54,10.23,549.54,0,2026-05-30 01:02:27
152,TXN00000152,6411,36,2024-10-18 00:00:00,3,1,1,269.28,35.72,269.28,0,2026-05-30 01:02:27
153,TXN00000153,19103,277,2024-06-04 00:00:00,3,2,1,605.10,33.30,605.10,0,2026-05-30 01:02:27
154,TXN00000154,19603,361,2025-02-25 00:00:00,3,6,1,395.64,5.09,395.64,0,2026-05-30 01:02:27
155,TXN00000155,5827,186,2024-07-27 00:00:00,3,5,1,371.90,20.62,371.90,0,2026-05-30 01:02:27
156,TXN00000156,11855,98,2024-09-26 00:00:00,3,2,1,157.64,10.59,157.64,0,2026-05-30 01:02:27
157,TXN00000157,1795,239,2025-06-11 00:00:00,3,3,1,294.12,49.88,294.12,0,2026-05-30 01:02:27
158,TXN00000158,17202,328,2024-11-20 00:00:00,3,1,1,97.80,1.10,97.80,0,2026-05-30 01:02:27
159,TXN00000159,7143,334,2024-02-01 00:00:00,3,1,1,185.08,12.73,185.08,0,2026-05-30 01:02:27
160,TXN00000160,14300,464,2025-05-22 00:00:00,3,3,1,321.86,7.14,321.86,0,2026-05-30 01:02:27
161,TXN00000161,906,475,2024-08-03 00:00:00,3,3,1,1015.55,11.89,1015.55,0,2026-05-30 01:02:27
162,TXN00000162,18526,110,2024-12-17 00:00:00,3,6,1,1899.09,1.97,1899.09,0,2026-05-30 01:02:27
163,TXN00000163,9740,175,2024-10-14 00:00:00,3,3,1,181.64,4.59,181.64,0,2026-05-30 01:02:27
164,TXN00000164,164,403,2025-09-23 00:00:00,3,6,1,185.46,3.18,185.46,0,2026-05-30 01:02:27
165,TXN00000165,19116,7,2025-04-14 00:00:00,3,2,1,185.88,3.53,185.88,0,2026-05-30 01:02:27
166,TXN00000166,14188,163,2024-03-31 00:00:00,3,3,1,551.10,15.30,551.10,0,2026-05-30 01:02:27
167,TXN00000167,16681,171,2024-07-15 00:00:00,3,5,1,37.91,1.09,37.91,0,2026-05-30 01:02:27
168,TXN00000168,9846,365,2024-02-15 00:00:00,3,3,1,366.20,16.76,366.20,0,2026-05-30 01:02:27
169,TXN00000169,4284,26,2025-05-11 00:00:00,3,5,1,288.02,5.99,288.02,0,2026-05-30 01:02:27
170,TXN00000170,14526,332,2024-09-09 00:00:00,3,5,1,42.02,2.99,42.02,0,2026-05-30 01:02:27
171,TXN00000171,12487,164,2024-04-14 00:00:00,3,2,1,3105.44,8.64,3105.44,0,2026-05-30 01:02:27
172,TXN00000172,7466,12,2024-09-27 00:00:00,3,2,1,1006.95,47.61,1006.95,0,2026-05-30 01:02:27
173,TXN00000173,15345,295,2025-12-13 00:00:00,3,6,1,187.59,1.47,187.59,0,2026-05-30 01:02:27
174,TXN00000174,16118,466,2025-01-09 00:00:00,3,5,1,1756.26,14.58,1756.26,0,2026-05-30 01:02:27
175,TXN00000175,224,356,2025-10-19 00:00:00,3,3,1,284.95,3.01,284.95,0,2026-05-30 01:02:27
176,TXN00000176,12500,88,2024-06-24 00:00:00,3,2,1,91.21,28.79,91.21,0,2026-05-30 01:02:27
177,TXN00000177,13637,194,2024-09-15 00:00:00,3,5,1,531.72,22.07,531.72,0,2026-05-30 01:02:27
178,TXN00000178,20,340,2025-08-04 00:00:00,3,5,1,385.52,17.24,385.52,0,2026-05-30 01:02:27
179,TXN00000179,5715,388,2025-12-27 00:00:00,3,1,1,213.73,11.27,213.73,0,2026-05-30 01:02:27
180,TXN00000180,14247,221,2024-09-14 00:00:00,3,4,1,65.25,19.75,65.25,0,2026-05-30 01:02:27
181,TXN00000181,9309,135,2025-06-11 00:00:00,3,4,1,210.40,11.92,210.40,0,2026-05-30 01:02:27
182,TXN00000182,15192,68,2025-11-06 00:00:00,3,5,1,43.32,1.68,43.32,0,2026-05-30 01:02:27
183,TXN00000183,1084,59,2024-03-29 00:00:00,3,2,1,840.60,6.88,840.60,0,2026-05-30 01:02:27
184,TXN00000184,15065,427,2024-09-01 00:00:00,3,3,1,310.04,1.49,310.04,0,2026-05-30 01:02:27
185,TXN00000185,17524,149,2025-01-19 00:00:00,3,1,1,665.10,68.30,665.10,0,2026-05-30 01:02:27
186,TXN00000186,5532,314,2024-08-29 00:00:00,3,2,1,917.32,20.67,917.32,0,2026-05-30 01:02:27
187,TXN00000187,4785,326,2025-10-15 00:00:00,3,3,1,211.95,3.05,211.95,0,2026-05-30 01:02:27
188,TXN00000188,13313,168,2025-12-13 00:00:00,3,2,1,1740.44,14.78,1740.44,0,2026-05-30 01:02:27
189,TXN00000189,4129,143,2024-10-19 00:00:00,3,5,1,1537.90,11.42,1537.90,0,2026-05-30 01:02:27
190,TXN00000190,3961,225,2025-12-17 00:00:00,3,4,1,464.52,19.16,464.52,0,2026-05-30 01:02:27
191,TXN00000191,336,355,2024-07-19 00:00:00,3,5,1,252.10,2.95,252.10,0,2026-05-30 01:02:27
192,TXN00000192,1938,456,2025-09-30 00:00:00,3,6,1,64.15,0.85,64.15,0,2026-05-30 01:02:27
193,TXN00000193,5493,386,2025-10-30 00:00:00,3,3,1,185.23,18.77,185.23,0,2026-05-30 01:02:27
194,TXN00000194,1999,146,2024-11-26 00:00:00,3,4,1,207.19,31.81,207.19,0,2026-05-30 01:02:27
195,TXN00000195,925,33,2025-05-29 00:00:00,3,4,1,172.98,32.02,172.98,0,2026-05-30 01:02:27
196,TXN00000196,3649,130,2025-05-20 00:00:00,3,6,1,429.36,15.32,429.36,0,2026-05-30 01:02:27
197,TXN00000197,12181,449,2024-12-25 00:00:00,3,2,1,306.96,7.68,306.96,0,2026-05-30 01:02:27
198,TXN00000198,8260,294,2024-01-19 00:00:00,3,2,1,270.30,35.94,270.30,0,2026-05-30 01:02:27
199,TXN00000199,12085,448,2024-06-03 00:00:00,3,6,1,325.00,7.75,325.00,0,2026-05-30 01:02:27
200,TXN00000200,8600,32,2024-11-05 00:00:00,3,6,1,185.20,3.70,185.20,0,2026-05-30 01:02:27
201,TXN00000201,11174,425,2025-09-23 00:00:00,3,1,1,1292.40,16.90,1292.40,0,2026-05-30 01:02:27
202,TXN00000202,14321,197,2025-09-25 00:00:00,3,6,1,281.80,13.64,281.80,0,2026-05-30 01:02:27
203,TXN00000203,9625,1,2025-11-27 00:00:00,3,2,1,2585.50,27.90,2585.50,0,2026-05-30 01:02:27
204,TXN00000204,5542,473,2024-10-02 00:00:00,3,5,1,191.66,52.34,191.66,0,2026-05-30 01:02:27
205,TXN00000205,6304,408,2025-06-01 00:00:00,3,2,1,720.12,3.97,720.12,0,2026-05-30 01:02:27
206,TXN00000206,11384,323,2025-03-08 00:00:00,3,1,1,201.54,1.82,201.54,0,2026-05-30 01:02:27
207,TXN00000207,14995,419,2025-11-14 00:00:00,3,5,1,1965.94,37.03,1965.94,0,2026-05-30 01:02:27
208,TXN00000208,2360,451,2025-07-08 00:00:00,3,2,1,3354.10,4.18,3354.10,0,2026-05-30 01:02:27
209,TXN00000209,1608,288,2024-07-07 00:00:00,3,2,1,288.16,17.96,288.16,0,2026-05-30 01:02:27
210,TXN00000210,6173,463,2025-06-21 00:00:00,3,2,1,593.40,11.65,593.40,0,2026-05-30 01:02:27
211,TXN00000211,15290,54,2025-10-16 00:00:00,3,4,1,271.05,15.79,271.05,0,2026-05-30 01:02:27
212,TXN00000212,16947,264,2024-02-08 00:00:00,3,5,1,124.50,2.75,124.50,0,2026-05-30 01:02:27
213,TXN00000213,17266,103,2024-02-21 00:00:00,3,4,1,172.72,3.64,172.72,0,2026-05-30 01:02:27
214,TXN00000214,9520,39,2025-11-27 00:00:00,3,3,1,1549.45,4.11,1549.45,0,2026-05-30 01:02:27
215,TXN00000215,60,16,2025-02-25 00:00:00,3,5,1,549.84,16.72,549.84,0,2026-05-30 01:02:27
216,TXN00000216,4346,254,2025-03-23 00:00:00,3,6,1,491.72,59.14,491.72,0,2026-05-30 01:02:27
217,TXN00000217,12838,261,2024-07-03 00:00:00,3,3,1,131.32,3.34,131.32,0,2026-05-30 01:02:27
218,TXN00000218,16051,144,2025-12-25 00:00:00,3,2,1,440.84,28.79,440.84,0,2026-05-30 01:02:27
219,TXN00000219,12133,268,2025-10-08 00:00:00,3,6,1,374.97,79.01,374.97,0,2026-05-30 01:02:27
220,TXN00000220,11100,32,2024-04-14 00:00:00,3,2,1,26.34,1.22,26.34,0,2026-05-30 01:02:27
221,TXN00000221,17468,112,2025-07-30 00:00:00,3,6,1,417.75,1.45,417.75,0,2026-05-30 01:02:27
222,TXN00000222,18429,247,2025-06-02 00:00:00,3,6,1,55.18,2.41,55.18,0,2026-05-30 01:02:27
223,TXN00000223,14626,465,2025-05-01 00:00:00,3,2,1,1182.45,18.51,1182.45,0,2026-05-30 01:02:27
224,TXN00000224,12748,203,2025-12-12 00:00:00,3,3,1,867.56,43.11,867.56,0,2026-05-30 01:02:27
225,TXN00000225,11744,436,2025-08-23 00:00:00,3,3,1,134.54,0.46,134.54,0,2026-05-30 01:02:27
226,TXN00000226,4585,115,2025-06-13 00:00:00,3,2,1,745.46,37.27,745.46,0,2026-05-30 01:02:27
227,TXN00000227,1329,434,2024-02-16 00:00:00,3,5,1,114.51,0.83,114.51,0,2026-05-30 01:02:27
228,TXN00000228,15394,189,2024-08-24 00:00:00,3,3,1,302.42,7.79,302.42,0,2026-05-30 01:02:27
229,TXN00000229,10913,74,2025-12-13 00:00:00,3,3,1,1013.15,22.37,1013.15,0,2026-05-30 01:02:27
230,TXN00000230,11371,132,2024-11-28 00:00:00,3,6,1,146.08,11.96,146.08,0,2026-05-30 01:02:27
