inventory_id,product_id,store_id,quantity_on_hand,quantity_reserved,reorder_point,last_updated
247,1929,3,337,0,10,2026-05-30 01:02:35
248,419,3,606,0,10,2026-05-30 01:02:35
249,400,3,265,0,10,2026-05-30 01:02:35
250,6,3,458,0,10,2026-05-30 01:02:35
251,1826,3,406,0,10,2026-05-30 01:02:35
252,1237,3,180,0,10,2026-05-30 01:02:35
253,392,3,344,0,10,2026-05-30 01:02:35
254,1570,3,507,0,10,2026-05-30 01:02:35
255,1968,3,219,0,10,2026-05-30 01:02:35
256,1933,3,158,0,10,2026-05-30 01:02:35
257,889,3,187,0,10,2026-05-30 01:02:35
258,46,3,213,0,10,2026-05-30 01:02:35
259,1564,3,146,0,10,2026-05-30 01:02:35
260,1153,3,109,0,10,2026-05-30 01:02:35
261,489,3,130,0,10,2026-05-30 01:02:35
262,213,3,346,0,10,2026-05-30 01:02:35
263,899,3,318,0,10,2026-05-30 01:02:35
264,1393,3,217,0,10,2026-05-30 01:02:35
265,602,3,568,0,10,2026-05-30 01:02:35
266,432,3,88,0,10,2026-05-30 01:02:35
267,373,3,99,0,10,2026-05-30 01:02:35
268,540,3,432,0,10,2026-05-30 01:02:35
269,795,3,513,0,10,2026-05-30 01:02:35
270,375,3,536,0,10,2026-05-30 01:02:35
271,1436,3,327,0,10,2026-05-30 01:02:35
272,1875,3,83,0,10,2026-05-30 01:02:35
273,1918,3,358,0,10,2026-05-30 01:02:35
274,1632,3,432,0,10,2026-05-30 01:02:35
275,1835,3,153,0,10,2026-05-30 01:02:35
276,1948,3,135,0,10,2026-05-30 01:02:35
277,1183,3,320,0,10,2026-05-30 01:02:35
278,1894,3,492,0,10,2026-05-30 01:02:35
279,108,3,362,0,10,2026-05-30 01:02:35
280,910,3,220,0,10,2026-05-30 01:02:35
281,1001,3,262,0,10,2026-05-30 01:02:35
282,83,3,289,0,10,2026-05-30 01:02:35
283,1689,3,83,0,10,2026-05-30 01:02:35
284,269,3,225,0,10,2026-05-30 01:02:35
285,1729,3,261,0,10,2026-05-30 01:02:35
286,865,3,395,0,10,2026-05-30 01:02:35
287,816,3,255,0,10,2026-05-30 01:02:35
288,684,3,131,0,10,2026-05-30 01:02:35
289,1851,3,173,0,10,2026-05-30 01:02:35
290,471,3,277,0,10,2026-05-30 01:02:35
291,133,3,278,0,10,2026-05-30 01:02:35
292,1961,3,543,0,10,2026-05-30 01:02:35
293,100,3,173,0,10,2026-05-30 01:02:35
294,1905,3,480,0,10,2026-05-30 01:02:35
295,1206,3,13,0,10,2026-05-30 01:02:35
296,960,3,97,0,10,2026-05-30 01:02:35
297,796,3,575,0,10,2026-05-30 01:02:35
298,735,3,290,0,10,2026-05-30 01:02:35
299,1111,3,280,0,10,2026-05-30 01:02:35
300,566,3,258,0,10,2026-05-30 01:02:35
301,220,3,310,0,10,2026-05-30 01:02:35
302,680,3,195,0,10,2026-05-30 01:02:35
303,1646,3,422,0,10,2026-05-30 01:02:35
304,1181,3,228,0,10,2026-05-30 01:02:35
305,1447,3,293,0,10,2026-05-30 01:02:35
306,744,3,196,0,10,2026-05-30 01:02:35
307,1351,3,196,0,10,2026-05-30 01:02:35
308,1677,3,289,0,10,2026-05-30 01:02:35
309,61,3,172,0,10,2026-05-30 01:02:35
310,611,3,260,0,10,2026-05-30 01:02:35
311,1765,3,312,0,10,2026-05-30 01:02:35
312,568,3,284,0,10,2026-05-30 01:02:35
313,148,3,417,0,10,2026-05-30 01:02:35
314,955,3,284,0,10,2026-05-30 01:02:35
315,1902,3,433,0,10,2026-05-30 01:02:35
316,72,3,185,0,10,2026-05-30 01:02:35
317,1550,3,135,0,10,2026-05-30 01:02:35
318,495,3,115,0,10,2026-05-30 01:02:35
319,1990,3,265,0,10,2026-05-30 01:02:35
320,179,3,346,0,10,2026-05-30 01:02:35
321,1950,3,513,0,10,2026-05-30 01:02:35
322,915,3,501,0,10,2026-05-30 01:02:35
323,1941,3,336,0,10,2026-05-30 01:02:35
324,413,3,215,0,10,2026-05-30 01:02:35
325,1061,3,414,0,10,2026-05-30 01:02:35
326,1208,3,292,0,10,2026-05-30 01:02:35
327,1425,3,168,0,10,2026-05-30 01:02:35
328,581,3,441,0,10,2026-05-30 01:02:35
329,659,3,315,0,10,2026-05-30 01:02:35
330,1477,3,245,0,10,2026-05-30 01:02:35
331,677,3,538,0,10,2026-05-30 01:02:35
332,1056,3,38,0,10,2026-05-30 01:02:35
333,711,3,108,0,10,2026-05-30 01:02:35
334,1861,3,70,0,10,2026-05-30 01:02:35
335,1982,4,528,0,10,2026-05-30 01:02:35
336,826,4,97,0,10,2026-05-30 01:02:35
337,1926,4,399,0,10,2026-05-30 01:02:35
338,860,4,387,0,10,2026-05-30 01:02:35
339,6,4,218,0,10,2026-05-30 01:02:35
340,485,4,298,0,10,2026-05-30 01:02:35
341,793,4,40,0,10,2026-05-30 01:02:35
342,636,4,464,0,10,2026-05-30 01:02:35
343,1642,4,640,0,10,2026-05-30 01:02:35
344,1532,4,470,0,10,2026-05-30 01:02:35
345,408,4,316,0,10,2026-05-30 01:02:35
346,1264,4,36,0,10,2026-05-30 01:02:35
347,1686,4,154,0,10,2026-05-30 01:02:35
348,1150,4,10,0,10,2026-05-30 01:02:35
349,1147,4,125,0,10,2026-05-30 01:02:35
350,776,4,194,0,10,2026-05-30 01:02:35
351,29,4,306,0,10,2026-05-30 01:02:35
352,537,4,434,0,10,2026-05-30 01:02:35
353,1242,4,256,0,10,2026-05-30 01:02:35
354,146,4,262,0,10,2026-05-30 01:02:35
355,1175,4,651,0,10,2026-05-30 01:02:35
356,685,4,267,0,10,2026-05-30 01:02:35
357,1100,4,249,0,10,2026-05-30 01:02:35
358,108,4,152,0,10,2026-05-30 01:02:35
359,1030,4,83,0,10,2026-05-30 01:02:35
360,51,4,180,0,10,2026-05-30 01:02:35
361,1787,4,246,0,10,2026-05-30 01:02:35
362,506,4,233,0,10,2026-05-30 01:02:35
363,303,4,135,0,10,2026-05-30 01:02:35
364,800,4,138,0,10,2026-05-30 01:02:35
365,1903,4,394,0,10,2026-05-30 01:02:35
366,198,4,258,0,10,2026-05-30 01:02:35
367,783,4,137,0,10,2026-05-30 01:02:35
368,1622,4,80,0,10,2026-05-30 01:02:35
369,1986,4,188,0,10,2026-05-30 01:02:35
370,1837,4,267,0,10,2026-05-30 01:02:35
371,1712,4,132,0,10,2026-05-30 01:02:35
372,1930,4,351,0,10,2026-05-30 01:02:35
373,686,4,181,0,10,2026-05-30 01:02:35
374,683,4,329,0,10,2026-05-30 01:02:35
375,722,4,390,0,10,2026-05-30 01:02:35
376,1092,4,318,0,10,2026-05-30 01:02:35
377,612,4,380,0,10,2026-05-30 01:02:35
378,943,4,238,0,10,2026-05-30 01:02:35
379,1808,4,191,0,10,2026-05-30 01:02:35
380,1959,4,542,0,10,2026-05-30 01:02:35
381,1090,4,340,0,10,2026-05-30 01:02:35
382,723,4,217,0,10,2026-05-30 01:02:35
383,1379,4,316,0,10,2026-05-30 01:02:35
384,597,4,228,0,10,2026-05-30 01:02:35
385,48,4,277,0,10,2026-05-30 01:02:35
386,773,4,464,0,10,2026-05-30 01:02:35
387,170,4,430,0,10,2026-05-30 01:02:35
388,555,4,184,0,10,2026-05-30 01:02:35
389,1170,4,269,0,10,2026-05-30 01:02:35
390,1865,4,185,0,10,2026-05-30 01:02:35
391,309,4,192,0,10,2026-05-30 01:02:35
392,905,4,547,0,10,2026-05-30 01:02:35
393,1490,4,136,0,10,2026-05-30 01:02:35
394,928,4,347,0,10,2026-05-30 01:02:35
395,611,4,163,0,10,2026-05-30 01:02:35
396,481,4,267,0,10,2026-05-30 01:02:35
397,1252,4,105,0,10,2026-05-30 01:02:35
398,473,4,256,0,10,2026-05-30 01:02:35
399,1740,4,289,0,10,2026-05-30 01:02:35
400,91,4,309,0,10,2026-05-30 01:02:35
401,1101,4,434,0,10,2026-05-30 01:02:35
402,1126,4,299,0,10,2026-05-30 01:02:35
403,598,4,417,0,10,2026-05-30 01:02:35
404,1153,4,241,0,10,2026-05-30 01:02:35
405,1260,4,259,0,10,2026-05-30 01:02:35
406,1976,4,136,0,10,2026-05-30 01:02:35
407,1504,4,492,0,10,2026-05-30 01:02:35
408,1953,4,380,0,10,2026-05-30 01:02:35
409,1287,4,549,0,10,2026-05-30 01:02:35
410,1774,4,382,0,10,2026-05-30 01:02:35
411,1256,4,69,0,10,2026-05-30 01:02:35
412,1351,4,297,0,10,2026-05-30 01:02:35
413,1218,4,294,0,10,2026-05-30 01:02:35
414,505,4,92,0,10,2026-05-30 01:02:35
415,536,4,227,0,10,2026-05-30 01:02:35
416,220,4,127,0,10,2026-05-30 01:02:35
417,19,4,70,0,10,2026-05-30 01:02:35
418,884,4,337,0,10,2026-05-30 01:02:35
419,1261,4,215,0,10,2026-05-30 01:02:35
420,781,4,173,0,10,2026-05-30 01:02:35
421,86,4,358,0,10,2026-05-30 01:02:35
422,1906,4,103,0,10,2026-05-30 01:02:35
423,1530,4,404,0,10,2026-05-30 01:02:35
424,365,4,194,0,10,2026-05-30 01:02:35
425,924,4,96,0,10,2026-05-30 01:02:35
426,1573,5,158,0,10,2026-05-30 01:02:35
427,1633,5,458,0,10,2026-05-30 01:02:35
428,1707,5,261,0,10,2026-05-30 01:02:35
429,17,5,168,0,10,2026-05-30 01:02:35
430,294,5,419,0,10,2026-05-30 01:02:35
431,1386,5,547,0,10,2026-05-30 01:02:35
432,241,5,367,0,10,2026-05-30 01:02:35
433,100,5,250,0,10,2026-05-30 01:02:35
434,1671,5,494,0,10,2026-05-30 01:02:35
435,1522,5,14,0,10,2026-05-30 01:02:35
436,884,5,320,0,10,2026-05-30 01:02:35
437,1385,5,300,0,10,2026-05-30 01:02:35
438,1521,5,308,0,10,2026-05-30 01:02:35
439,553,5,346,0,10,2026-05-30 01:02:35
440,69,5,190,0,10,2026-05-30 01:02:35
441,1837,5,124,0,10,2026-05-30 01:02:35
442,328,5,184,0,10,2026-05-30 01:02:35
443,1138,5,445,0,10,2026-05-30 01:02:35
444,465,5,225,0,10,2026-05-30 01:02:35
445,1758,5,355,0,10,2026-05-30 01:02:35
446,137,5,311,0,10,2026-05-30 01:02:35
447,74,5,56,0,10,2026-05-30 01:02:35
448,1927,5,148,0,10,2026-05-30 01:02:35
449,1885,5,238,0,10,2026-05-30 01:02:35
450,499,5,115,0,10,2026-05-30 01:02:35
451,282,5,391,0,10,2026-05-30 01:02:35
452,1444,5,59,0,10,2026-05-30 01:02:35
453,364,5,223,0,10,2026-05-30 01:02:35
454,1030,5,121,0,10,2026-05-30 01:02:35
455,911,5,24,0,10,2026-05-30 01:02:35
456,341,5,68,0,10,2026-05-30 01:02:35
457,1340,5,557,0,10,2026-05-30 01:02:35
458,1980,5,396,0,10,2026-05-30 01:02:35
459,177,5,205,0,10,2026-05-30 01:02:35
460,323,5,467,0,10,2026-05-30 01:02:35
461,1288,5,52,0,10,2026-05-30 01:02:35
462,977,5,212,0,10,2026-05-30 01:02:35
463,908,5,332,0,10,2026-05-30 01:02:35
464,1687,5,335,0,10,2026-05-30 01:02:35
465,319,5,382,0,10,2026-05-30 01:02:35
466,1328,5,145,0,10,2026-05-30 01:02:35
467,237,5,370,0,10,2026-05-30 01:02:35
468,592,5,378,0,10,2026-05-30 01:02:35
469,1481,5,473,0,10,2026-05-30 01:02:35
470,1857,5,222,0,10,2026-05-30 01:02:35
471,1190,5,149,0,10,2026-05-30 01:02:35
472,1447,5,378,0,10,2026-05-30 01:02:35
473,1488,5,239,0,10,2026-05-30 01:02:35
474,1036,5,139,0,10,2026-05-30 01:02:35
475,1112,5,172,0,10,2026-05-30 01:02:35
476,1115,5,184,0,10,2026-05-30 01:02:35
477,181,5,264,0,10,2026-05-30 01:02:35
478,1946,5,177,0,10,2026-05-30 01:02:35
479,475,5,365,0,10,2026-05-30 01:02:35
480,436,5,212,0,10,2026-05-30 01:02:35
481,1830,5,293,0,10,2026-05-30 01:02:35
482,692,5,88,0,10,2026-05-30 01:02:35
483,232,5,443,0,10,2026-05-30 01:02:35
484,1577,5,62,0,10,2026-05-30 01:02:35
485,459,5,461,0,10,2026-05-30 01:02:35
486,1104,5,584,0,10,2026-05-30 01:02:35
487,1439,5,263,0,10,2026-05-30 01:02:35
488,891,5,139,0,10,2026-05-30 01:02:35
489,534,5,375,0,10,2026-05-30 01:02:35
490,944,5,255,0,10,2026-05-30 01:02:35
491,389,5,350,0,10,2026-05-30 01:02:35
492,1368,5,446,0,10,2026-05-30 01:02:35
493,154,5,180,0,10,2026-05-30 01:02:35
494,1702,5,236,0,10,2026-05-30 01:02:35
495,174,5,667,0,10,2026-05-30 01:02:35
496,1353,5,156,0,10,2026-05-30 01:02:35
497,1182,5,438,0,10,2026-05-30 01:02:35
498,106,5,354,0,10,2026-05-30 01:02:35
499,130,5,383,0,10,2026-05-30 01:02:35
500,1026,5,123,0,10,2026-05-30 01:02:35
501,392,5,305,0,10,2026-05-30 01:02:35
502,267,5,85,0,10,2026-05-30 01:02:35
503,1508,5,244,0,10,2026-05-30 01:02:35
504,831,5,305,0,10,2026-05-30 01:02:35
505,1269,5,367,0,10,2026-05-30 01:02:35
506,421,5,103,0,10,2026-05-30 01:02:35
507,463,5,274,0,10,2026-05-30 01:02:35
508,1423,5,223,0,10,2026-05-30 01:02:35
509,1710,5,259,0,10,2026-05-30 01:02:35
510,272,5,181,0,10,2026-05-30 01:02:35
511,1686,5,395,0,10,2026-05-30 01:02:35
512,1246,5,1,0,10,2026-05-30 01:02:35
513,476,5,307,0,10,2026-05-30 01:02:35
514,159,5,255,0,10,2026-05-30 01:02:35
515,1326,5,178,0,10,2026-05-30 01:02:35
516,897,5,265,0,10,2026-05-30 01:02:35
517,32,5,395,0,10,2026-05-30 01:02:35
518,474,5,504,0,10,2026-05-30 01:02:35
519,119,5,256,0,10,2026-05-30 01:02:35
520,256,5,297,0,10,2026-05-30 01:02:35
521,1203,5,329,0,10,2026-05-30 01:02:35
522,934,5,127,0,10,2026-05-30 01:02:35
523,1562,5,439,0,10,2026-05-30 01:02:35
524,1479,5,16,0,10,2026-05-30 01:02:35
525,844,5,172,0,10,2026-05-30 01:02:35
526,142,5,235,0,10,2026-05-30 01:02:35
527,1634,5,504,0,10,2026-05-30 01:02:35
528,1072,5,95,0,10,2026-05-30 01:02:35
529,70,5,234,0,10,2026-05-30 01:02:35
530,1491,5,334,0,10,2026-05-30 01:02:35
531,1963,5,323,0,10,2026-05-30 01:02:35
532,1050,5,258,0,10,2026-05-30 01:02:35
533,340,5,3,0,10,2026-05-30 01:02:35
534,1876,5,158,0,10,2026-05-30 01:02:35
535,1760,5,338,0,10,2026-05-30 01:02:35
536,188,5,308,0,10,2026-05-30 01:02:35
537,1856,6,57,0,10,2026-05-30 01:02:35
538,1206,6,231,0,10,2026-05-30 01:02:35
539,1178,6,248,0,10,2026-05-30 01:02:35
540,475,6,117,0,10,2026-05-30 01:02:35
541,1290,6,185,0,10,2026-05-30 01:02:35
542,69,6,291,0,10,2026-05-30 01:02:35
543,992,6,318,0,10,2026-05-30 01:02:35
544,1967,6,204,0,10,2026-05-30 01:02:35
545,816,6,98,0,10,2026-05-30 01:02:35
546,1140,6,288,0,10,2026-05-30 01:02:35
