order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,net_price
95,211,5,5,70.00,0.2256,15.79,271.05
96,2789,5,4,70.00,0.0923,6.46,254.16
97,3640,5,5,70.00,0.0275,1.93,340.35
98,7508,5,1,70.00,0.0882,6.17,63.83
99,8369,5,1,70.00,0.0795,5.57,64.43
100,10743,5,2,70.00,0.2814,19.70,100.60
101,10873,5,2,70.00,0.0791,5.54,128.92
102,13003,5,5,70.00,0.0770,5.39,323.05
103,13812,5,4,70.00,0.0621,4.35,262.60
104,14089,5,5,70.00,0.1228,8.60,307.00
105,15374,5,4,70.00,0.0966,6.76,252.96
106,17115,5,4,70.00,0.0327,2.29,270.84
107,20005,5,1,70.00,0.1785,12.50,57.50
108,21566,5,4,70.00,0.1848,12.94,228.24
109,21840,5,4,70.00,0.0049,0.34,278.64
110,31351,5,4,70.00,0.2272,15.90,216.40
111,34867,5,1,70.00,0.0173,1.21,68.79
112,41280,5,3,70.00,0.1296,9.07,182.79
113,42412,5,1,70.00,0.0587,4.11,65.89
114,43044,5,1,70.00,0.0893,6.25,63.75
115,45694,5,2,70.00,0.1760,12.32,115.36
116,46869,5,1,70.00,0.0470,3.29,66.71
117,49384,5,3,70.00,0.0811,5.68,192.96
118,428,6,2,150.00,0.0026,0.39,299.22
119,2194,6,3,150.00,0.0744,11.16,416.52
120,3641,6,5,150.00,0.2092,31.38,593.10
121,4678,6,5,150.00,0.1843,27.65,611.75
122,7293,6,5,150.00,0.1570,23.55,632.25
123,7387,6,3,150.00,0.0088,1.32,446.04
124,8894,6,1,150.00,0.0318,4.77,145.23
125,11526,6,4,150.00,0.0738,11.07,555.72
126,11941,6,1,150.00,0.0090,1.35,148.65
127,14421,6,4,150.00,0.1789,26.84,492.64
128,15593,6,2,150.00,0.1433,21.50,257.00
129,16476,6,4,150.00,0.0894,13.41,546.36
130,22872,6,2,150.00,0.0364,5.46,289.08
131,23266,6,1,150.00,0.0648,9.72,140.28
132,26318,6,1,150.00,0.0371,5.57,144.43
133,28443,6,1,150.00,0.1312,19.68,130.32
134,30171,6,2,150.00,0.0854,12.81,274.38
135,33242,6,4,150.00,0.0810,12.15,551.40
136,33817,6,4,150.00,0.0840,12.60,549.60
137,38542,6,1,150.00,0.0775,11.63,138.37
138,38805,6,1,150.00,0.0679,10.19,139.81
139,39446,6,3,150.00,0.0392,5.88,432.36
140,40728,6,1,150.00,0.0923,13.85,136.15
141,41616,6,5,150.00,0.0327,4.91,725.45
142,41639,6,4,150.00,0.2153,32.30,470.80
143,42522,6,1,150.00,0.0202,3.03,146.97
144,44807,6,3,150.00,0.0068,1.02,446.94
145,46586,6,4,150.00,0.0983,14.75,541.00
146,48889,6,3,150.00,0.0570,8.55,424.35
147,3621,7,2,80.00,0.0290,2.32,155.36
148,3962,7,5,80.00,0.0209,1.67,391.65
149,5760,7,5,80.00,0.0456,3.65,381.75
150,7411,7,2,80.00,0.1462,11.70,136.60
151,8140,7,1,80.00,0.1789,14.31,65.69
152,9424,7,2,80.00,0.0817,6.54,146.92
153,12640,7,5,80.00,0.0515,4.12,379.40
154,14168,7,4,80.00,0.0767,6.14,295.44
155,14279,7,4,80.00,0.0456,3.65,305.40
156,18800,7,1,80.00,0.0215,1.72,78.28
157,20024,7,1,80.00,0.0990,7.92,72.08
158,21527,7,3,80.00,0.0270,2.16,233.52
159,25768,7,3,80.00,0.0387,3.10,230.70
160,27253,7,1,80.00,0.0876,7.01,72.99
161,33110,7,2,80.00,0.0558,4.46,151.08
162,37736,7,5,80.00,0.1676,13.41,332.95
163,40261,7,3,80.00,0.0195,1.56,235.32
164,43946,7,5,80.00,0.0495,3.96,380.20
165,46021,7,5,80.00,0.0744,5.95,370.25
166,46833,7,2,80.00,0.0464,3.71,152.58
167,47455,7,2,80.00,0.0372,2.98,154.04
168,48404,7,1,80.00,0.1011,8.09,71.91
169,49890,7,5,80.00,0.0770,6.16,369.20
170,470,8,2,60.00,0.0123,0.74,118.52
171,4111,8,4,60.00,0.0495,2.97,228.12
172,9990,8,5,60.00,0.0917,5.50,272.50
173,11583,8,1,60.00,0.1237,7.42,52.58
174,13710,8,4,60.00,0.0264,1.58,233.68
175,16488,8,2,60.00,0.2983,17.90,84.20
176,16744,8,5,60.00,0.0123,0.74,296.30
177,17730,8,5,60.00,0.2181,13.09,234.55
178,18414,8,5,60.00,0.3086,18.52,207.40
179,21077,8,3,60.00,0.0809,4.85,165.45
180,30177,8,3,60.00,0.0854,5.12,164.64
181,33315,8,3,60.00,0.0286,1.72,174.84
182,41515,8,2,60.00,0.0528,3.17,113.66
183,42658,8,3,60.00,0.0739,4.43,166.71
184,42839,8,4,60.00,0.0450,2.70,229.20
185,46200,8,5,60.00,0.0496,2.98,285.10
186,48566,8,5,60.00,0.0984,5.90,270.50
187,48641,8,2,60.00,0.0165,0.99,118.02
188,2570,9,3,84.00,0.0308,2.59,244.23
189,5705,9,1,84.00,0.1528,12.84,71.16
190,9105,9,2,84.00,0.0823,6.91,154.18
191,9118,9,4,84.00,0.0447,3.75,321.00
192,9906,9,4,84.00,0.1453,12.21,287.16
193,9983,9,2,84.00,0.1640,13.78,140.44
194,13209,9,1,84.00,0.1409,11.84,72.16
195,13839,9,2,84.00,0.0791,6.64,154.72
196,14693,9,2,84.00,0.0902,7.58,152.84
197,16909,9,5,84.00,0.1172,9.84,370.80
198,21552,9,5,84.00,0.2204,18.51,327.45
199,22365,9,1,84.00,0.0266,2.23,81.77
200,22486,9,2,84.00,0.1736,14.58,138.84
201,27651,9,1,84.00,0.2871,24.12,59.88
202,29723,9,3,84.00,0.0756,6.35,232.95
203,30102,9,4,84.00,0.0744,6.25,311.00
204,32297,9,4,84.00,0.0252,2.12,327.52
205,33499,9,1,84.00,0.0527,4.43,79.57
206,34636,9,2,84.00,0.0466,3.91,160.18
207,35947,9,3,84.00,0.1989,16.71,201.87
208,36186,9,5,84.00,0.3596,30.21,268.95
209,37571,9,5,84.00,0.0042,0.35,418.25
210,39863,9,3,84.00,0.0501,4.21,239.37
211,42008,9,5,84.00,0.0797,6.69,386.55
212,45360,9,5,84.00,0.2037,17.11,334.45
213,3412,10,2,20.00,0.0881,1.76,36.48
214,7033,10,1,20.00,0.0809,1.62,18.38
215,8031,10,4,20.00,0.0060,0.12,79.52
216,8955,10,4,20.00,0.0400,0.80,76.80
217,10614,10,3,20.00,0.0124,0.25,59.25
218,11605,10,5,20.00,0.1487,2.97,85.15
219,11769,10,2,20.00,0.0371,0.74,38.52
220,12736,10,1,20.00,0.0970,1.94,18.06
221,14063,10,2,20.00,0.1921,3.84,32.32
222,14371,10,1,20.00,0.0558,1.12,18.88
223,15598,10,4,20.00,0.0646,1.29,74.84
224,15659,10,4,20.00,0.0316,0.63,77.48
225,16850,10,2,20.00,0.0155,0.31,39.38
226,21825,10,5,20.00,0.0802,1.60,92.00
227,21942,10,2,20.00,0.1196,2.39,35.22
228,24560,10,1,20.00,0.3397,6.79,13.21
229,27276,10,4,20.00,0.0723,1.45,74.20
230,27495,10,4,20.00,0.0302,0.60,77.60
231,28852,10,1,20.00,0.3880,7.76,12.24
232,29472,10,2,20.00,0.3180,6.36,27.28
233,30347,10,3,20.00,0.0064,0.13,59.61
234,30782,10,1,20.00,0.2366,4.73,15.27
235,33562,10,4,20.00,0.0307,0.61,77.56
236,38464,10,5,20.00,0.0508,1.02,94.90
237,38749,10,2,20.00,0.0462,0.92,38.16
238,39705,10,5,20.00,0.0874,1.75,91.25
239,43043,10,1,20.00,0.3463,6.93,13.07
240,46831,10,5,20.00,0.2273,4.55,77.25
241,47890,10,2,20.00,0.0249,0.50,39.00
242,143,11,4,129.00,0.1175,15.16,455.36
243,2515,11,2,129.00,0.2278,29.39,199.22
244,6011,11,5,129.00,0.0890,11.48,587.60
245,14143,11,3,129.00,0.0222,2.86,378.42
246,17101,11,4,129.00,0.1788,23.07,423.72
247,17873,11,1,129.00,0.1075,13.87,115.13
248,18887,11,1,129.00,0.2178,28.10,100.90
249,19905,11,3,129.00,0.0515,6.64,367.08
250,20383,11,2,129.00,0.2382,30.73,196.54
251,23362,11,2,129.00,0.0692,8.93,240.14
252,23647,11,3,129.00,0.1531,19.75,327.75
253,25330,11,1,129.00,0.0377,4.86,124.14
254,30076,11,3,129.00,0.0434,5.60,370.20
255,32561,11,3,129.00,0.0074,0.95,384.15
256,33207,11,2,129.00,0.2500,32.25,193.50
257,33445,11,3,129.00,0.0705,9.09,359.73
258,35035,11,1,129.00,0.0802,10.35,118.65
259,38735,11,3,129.00,0.0047,0.61,385.17
260,41315,11,5,129.00,0.0177,2.28,633.60
261,42052,11,3,129.00,0.1629,21.01,323.97
262,42547,11,3,129.00,0.0692,8.93,360.21
263,42758,11,1,129.00,0.1918,24.74,104.26
264,43116,11,1,129.00,0.1070,13.80,115.20
265,46511,11,4,129.00,0.1698,21.90,428.40
266,47606,11,2,129.00,0.0324,4.18,249.64
267,48837,11,5,129.00,0.2183,28.16,504.20
268,802,12,3,155.00,0.0575,8.91,438.27
269,1846,12,2,155.00,0.0890,13.80,282.40
270,2479,12,5,155.00,0.1922,29.79,626.05
271,3721,12,2,155.00,0.0575,8.91,292.18
272,4907,12,1,155.00,0.0854,13.24,141.76
273,4965,12,3,155.00,0.0513,7.95,441.15
274,8234,12,2,155.00,0.3500,54.25,201.50
275,9607,12,4,155.00,0.0818,12.68,569.28
276,9924,12,4,155.00,0.0638,9.89,580.44
277,13081,12,5,155.00,0.1651,25.59,647.05
278,13220,12,5,155.00,0.0907,14.06,704.70
279,13693,12,1,155.00,0.0867,13.44,141.56
280,16681,12,1,155.00,0.0715,11.08,143.92
281,19932,12,3,155.00,0.0333,5.16,449.52
282,20547,12,2,155.00,0.1358,21.05,267.90
283,27983,12,2,155.00,0.0022,0.34,309.32
284,28181,12,3,155.00,0.0128,1.98,459.06
285,29176,12,5,155.00,0.2441,37.84,585.80
286,31023,12,4,155.00,0.2043,31.67,493.32
287,31333,12,1,155.00,0.1162,18.01,136.99
288,32564,12,5,155.00,0.0519,8.04,734.80
289,32823,12,2,155.00,0.0567,8.79,292.42
290,33870,12,3,155.00,0.0936,14.51,421.47
291,36905,12,5,155.00,0.0496,7.69,736.55
292,38225,12,2,155.00,0.0239,3.70,302.60
293,42720,12,4,155.00,0.0376,5.83,596.68
294,43569,12,5,155.00,0.0753,11.67,716.65
295,44968,12,3,155.00,0.0760,11.78,429.66
296,45146,12,3,155.00,0.1103,17.10,413.70
297,46406,12,2,155.00,0.0320,4.96,300.08
298,47064,12,1,155.00,0.2392,37.08,117.92
299,48095,12,1,155.00,0.1203,18.65,136.35
300,48533,12,4,155.00,0.0476,7.38,590.48
301,3975,13,4,60.00,0.2561,15.37,178.52
302,10075,13,2,60.00,0.0060,0.36,119.28
303,13218,13,3,60.00,0.0736,4.42,166.74
304,15065,13,4,60.00,0.1192,7.15,211.40
305,15093,13,2,60.00,0.0960,5.76,108.48
306,17895,13,1,60.00,0.0433,2.60,57.40
307,19417,13,2,60.00,0.2425,14.55,90.90
308,19576,13,4,60.00,0.0009,0.05,239.80
309,22158,13,3,60.00,0.0485,2.91,171.27
310,24924,13,3,60.00,0.0833,5.00,165.00
311,28339,13,5,60.00,0.2050,12.30,238.50
312,28746,13,4,60.00,0.0434,2.60,229.60
313,31546,13,5,60.00,0.0256,1.54,292.30
314,33137,13,2,60.00,0.0708,4.25,111.50
315,35129,13,5,60.00,0.0753,4.52,277.40
316,35168,13,5,60.00,0.1742,10.45,247.75
317,37272,13,3,60.00,0.1851,11.11,146.67
318,41241,13,5,60.00,0.0556,3.34,283.30
319,42677,13,3,60.00,0.0393,2.36,172.92
320,43243,13,2,60.00,0.0287,1.72,116.56
321,46362,13,3,60.00,0.0003,0.02,179.94
322,47608,13,2,60.00,0.0428,2.57,114.86
323,5922,14,4,134.00,0.2105,28.21,423.16
324,7117,14,2,134.00,0.0999,13.39,241.22
325,14812,14,1,134.00,0.0452,6.06,127.94
326,17925,14,2,134.00,0.0335,4.49,259.02
327,20267,14,3,134.00,0.0451,6.04,383.88
328,20845,14,5,134.00,0.2075,27.81,530.95
329,22735,14,3,134.00,0.2389,32.01,305.97
330,30086,14,2,134.00,0.0471,6.31,255.38
331,31639,14,4,134.00,0.0382,5.12,515.52
332,31981,14,3,134.00,0.1681,22.53,334.41
333,37178,14,3,134.00,0.0707,9.47,373.59
334,39698,14,5,134.00,0.0289,3.87,650.65
335,40213,14,1,134.00,0.0539,7.22,126.78
336,41512,14,4,134.00,0.0225,3.01,523.96
337,42255,14,2,134.00,0.0261,3.50,261.00
338,44463,14,3,134.00,0.0412,5.52,385.44
339,46046,14,2,134.00,0.0398,5.33,257.34
340,48866,14,1,134.00,0.0872,11.68,122.32
341,49826,14,1,134.00,0.0947,12.69,121.31
342,580,15,3,120.00,0.3278,39.34,241.98
343,3882,15,5,120.00,0.0543,6.52,567.40
344,5290,15,4,120.00,0.0801,9.61,441.56
345,5357,15,3,120.00,0.0301,3.61,349.17
346,5468,15,2,120.00,0.1035,12.42,215.16
347,8483,15,1,120.00,0.0772,9.26,110.74
348,10060,15,1,120.00,0.0743,8.92,111.08
349,11635,15,4,120.00,0.2029,24.35,382.60
350,23700,15,2,120.00,0.3950,47.40,145.20
351,23953,15,2,120.00,0.0192,2.30,235.40
352,40904,15,2,120.00,0.0379,4.55,230.90
353,41307,15,4,120.00,0.2471,29.65,361.40
354,43053,15,4,120.00,0.2090,25.08,379.68
355,44285,15,3,120.00,0.0327,3.92,348.24
356,48623,15,1,120.00,0.0672,8.06,111.94
357,288,16,5,115.00,0.0952,10.95,520.25
358,5553,16,4,115.00,0.0681,7.83,428.68
359,6636,16,3,115.00,0.0576,6.62,325.14
360,10796,16,4,115.00,0.1040,11.96,412.16
361,12686,16,2,115.00,0.0865,9.95,210.10
362,13297,16,5,115.00,0.0039,0.45,572.75
363,14188,16,1,115.00,0.0853,9.81,105.19
364,14492,16,2,115.00,0.0484,5.57,218.86
365,15917,16,4,115.00,0.0642,7.38,430.48
366,16714,16,4,115.00,0.0436,5.01,439.96
367,18910,16,1,115.00,0.0243,2.79,112.21
368,23154,16,3,115.00,0.0198,2.28,338.16
369,24778,16,2,115.00,0.1141,13.12,203.76
370,28990,16,1,115.00,0.0417,4.80,110.20
371,30008,16,4,115.00,0.0990,11.39,414.44
372,30861,16,5,115.00,0.1242,14.28,503.60
373,31591,16,5,115.00,0.0017,0.20,574.00
374,31928,16,5,115.00,0.0511,5.88,545.60
375,34071,16,5,115.00,0.1577,18.14,484.30
376,34898,16,4,115.00,0.0959,11.03,415.88
377,35003,16,5,115.00,0.3376,38.82,380.90
378,36880,16,2,115.00,0.0484,5.57,218.86
379,42143,16,2,115.00,0.2528,29.07,171.86
380,43774,16,4,115.00,0.0729,8.38,426.48
381,45253,16,5,115.00,0.0676,7.77,536.15
382,45405,16,1,115.00,0.0941,10.82,104.18
383,45794,16,1,115.00,0.0267,3.07,111.93
384,45849,16,2,115.00,0.0397,4.57,220.86
385,46460,16,3,115.00,0.0511,5.88,327.36
386,48354,16,3,115.00,0.0116,1.33,341.01
387,2678,17,3,700.00,0.0625,43.75,1968.75
388,6811,17,3,700.00,0.2546,178.22,1565.34
389,7972,17,2,700.00,0.1503,105.21,1189.58
390,9592,17,4,700.00,0.0485,33.95,2664.20
391,11889,17,2,700.00,0.1902,133.14,1133.72
392,13092,17,4,700.00,0.0476,33.32,2666.72
393,15770,17,5,700.00,0.0027,1.89,3490.55
394,18846,17,4,700.00,0.0196,13.72,2745.12
395,19375,17,2,700.00,0.1123,78.61,1242.78
396,20756,17,2,700.00,0.0850,59.50,1281.00
397,23373,17,2,700.00,0.0690,48.30,1303.40
398,23712,17,1,700.00,0.0623,43.61,656.39
399,24191,17,2,700.00,0.0715,50.05,1299.90
400,27251,17,2,700.00,0.0440,30.80,1338.40
401,29025,17,1,700.00,0.0337,23.59,676.41
402,29617,17,2,700.00,0.0727,50.89,1298.22
403,31033,17,4,700.00,0.0879,61.53,2553.88
404,31611,17,4,700.00,0.0037,2.59,2789.64
405,34330,17,3,700.00,0.0875,61.25,1916.25
406,34355,17,5,700.00,0.0886,62.02,3189.90
407,34949,17,2,700.00,0.0792,55.44,1289.12
408,35495,17,1,700.00,0.1069,74.83,625.17
409,35500,17,4,700.00,0.0972,68.04,2527.84
410,37746,17,2,700.00,0.3598,251.86,896.28
411,39210,17,2,700.00,0.0223,15.61,1368.78
412,40831,17,4,700.00,0.0503,35.21,2659.16
413,41004,17,1,700.00,0.0898,62.86,637.14
414,2336,18,4,95.00,0.0410,3.90,364.40
415,2688,18,2,95.00,0.0619,5.88,178.24
416,4265,18,4,95.00,0.0176,1.67,373.32
417,4518,18,5,95.00,0.0102,0.97,470.15
418,6566,18,4,95.00,0.0780,7.41,350.36
419,7245,18,2,95.00,0.0358,3.40,183.20
420,15758,18,5,95.00,0.0117,1.11,469.45
421,15759,18,1,95.00,0.2798,26.58,68.42
422,17333,18,5,95.00,0.0240,2.28,463.60
423,17352,18,2,95.00,0.1184,11.25,167.50
424,19260,18,3,95.00,0.0528,5.02,269.94
425,20773,18,1,95.00,0.0409,3.89,91.11
426,23002,18,5,95.00,0.0230,2.19,464.05
427,25097,18,1,95.00,0.0682,6.48,88.52
428,26639,18,4,95.00,0.0189,1.80,372.80
429,27903,18,1,95.00,0.0347,3.30,91.70
430,29049,18,4,95.00,0.1340,12.73,329.08
431,32651,18,2,95.00,0.2709,25.74,138.52
432,34926,18,3,95.00,0.1347,12.80,246.60
433,36621,18,2,95.00,0.0928,8.82,172.36
434,38264,18,3,95.00,0.1615,15.34,238.98
435,40169,18,1,95.00,0.0137,1.30,93.70
436,43602,18,5,95.00,0.0060,0.57,472.15
437,46810,18,4,95.00,0.0644,6.12,355.52
438,49664,18,3,95.00,0.0792,7.52,262.44
439,49685,18,5,95.00,0.2480,23.56,357.20
440,49895,18,1,95.00,0.0061,0.58,94.42
441,356,19,1,30.00,0.0796,2.39,27.61
442,474,19,3,30.00,0.0449,1.35,85.95
443,1794,19,4,30.00,0.1601,4.80,100.80
444,4091,19,5,30.00,0.0239,0.72,146.40
445,4166,19,3,30.00,0.0186,0.56,88.32
446,6819,19,4,30.00,0.1555,4.67,101.32
447,7429,19,2,30.00,0.0436,1.31,57.38
448,8482,19,4,30.00,0.0934,2.80,108.80
449,10531,19,1,30.00,0.1078,3.23,26.77
450,10967,19,2,30.00,0.0746,2.24,55.52
451,11934,19,1,30.00,0.0015,0.05,29.95
452,14370,19,4,30.00,0.1221,3.66,105.36
453,16424,19,3,30.00,0.0189,0.57,88.29
454,16936,19,1,30.00,0.0334,1.00,29.00
455,22001,19,5,30.00,0.0148,0.44,147.80
456,22436,19,2,30.00,0.0400,1.20,57.60
457,23342,19,1,30.00,0.0822,2.47,27.53
458,25526,19,4,30.00,0.1545,4.64,101.44
459,27563,19,1,30.00,0.0567,1.70,28.30
460,30293,19,1,30.00,0.0196,0.59,29.41
461,32083,19,2,30.00,0.2498,7.49,45.02
462,34550,19,4,30.00,0.0803,2.41,110.36
463,39312,19,2,30.00,0.0512,1.54,56.92
464,46818,19,1,30.00,0.1930,5.79,24.21
465,49483,19,2,30.00,0.0944,2.83,54.34
466,918,20,1,45.00,0.0275,1.24,43.76
467,2914,20,4,45.00,0.1205,5.42,158.32
468,4131,20,2,45.00,0.0373,1.68,86.64
469,5099,20,5,45.00,0.0332,1.49,217.55
470,7014,20,4,45.00,0.0986,4.44,162.24
471,8674,20,3,45.00,0.0666,3.00,126.00
472,9241,20,5,45.00,0.0493,2.22,213.90
473,11329,20,5,45.00,0.0350,1.58,217.10
474,15369,20,2,45.00,0.3433,15.45,59.10
475,15540,20,5,45.00,0.0519,2.34,213.30
476,16147,20,3,45.00,0.0897,4.04,122.88
477,17851,20,5,45.00,0.0577,2.60,212.00
478,18234,20,1,45.00,0.0019,0.09,44.91
479,19892,20,5,45.00,0.1354,6.09,194.55
480,19909,20,3,45.00,0.0778,3.50,124.50
481,20817,20,1,45.00,0.3764,16.94,28.06
482,21150,20,2,45.00,0.0553,2.49,85.02
483,23938,20,3,45.00,0.2096,9.43,106.71
484,24547,20,2,45.00,0.0323,1.45,87.10
485,26770,20,1,45.00,0.0106,0.48,44.52
486,28276,20,2,45.00,0.0376,1.69,86.62
487,28981,20,4,45.00,0.0702,3.16,167.36
488,31907,20,1,45.00,0.1346,6.06,38.94
489,33162,20,1,45.00,0.2496,11.23,33.77
490,35865,20,1,45.00,0.0572,2.57,42.43
491,36576,20,4,45.00,0.0796,3.58,165.68
492,37000,20,4,45.00,0.0497,2.24,171.04
493,37610,20,2,45.00,0.1000,4.50,81.00
494,37732,20,4,45.00,0.1168,5.26,158.96
495,37752,20,3,45.00,0.0708,3.19,125.43
496,38410,20,1,45.00,0.0164,0.74,44.26
497,39268,20,2,45.00,0.0281,1.26,87.48
498,40417,20,1,45.00,0.0167,0.75,44.25
499,42898,20,5,45.00,0.0397,1.79,216.05
500,47386,20,4,45.00,0.1049,4.72,161.12
501,47584,20,2,45.00,0.0592,2.66,84.68
502,3244,21,5,105.00,0.0519,5.45,497.75
503,7844,21,5,105.00,0.0652,6.85,490.75
504,10231,21,3,105.00,0.1365,14.33,272.01
505,10506,21,5,105.00,0.0653,6.86,490.70
506,11713,21,4,105.00,0.0487,5.11,399.56
507,16741,21,1,105.00,0.0845,8.87,96.13
508,21406,21,2,105.00,0.0357,3.75,202.50
509,21784,21,3,105.00,0.1392,14.62,271.14
510,22131,21,4,105.00,0.0946,9.93,380.28
511,25067,21,3,105.00,0.1088,11.42,280.74
512,26589,21,5,105.00,0.0293,3.08,509.60
513,26801,21,2,105.00,0.0523,5.49,199.02
514,29243,21,5,105.00,0.0446,4.68,501.60
515,33440,21,4,105.00,0.0818,8.59,385.64
516,34326,21,2,105.00,0.0165,1.73,206.54
517,39383,21,3,105.00,0.0432,4.54,301.38
518,40147,21,2,105.00,0.3252,34.15,141.70
519,41009,21,5,105.00,0.0158,1.66,516.70
520,41441,21,1,105.00,0.1812,19.03,85.97
521,44673,21,1,105.00,0.2471,25.95,79.05
522,48090,21,2,105.00,0.1516,15.92,178.16
523,299,22,2,164.00,0.1068,17.52,292.96
524,822,22,4,164.00,0.0553,9.07,619.72
525,3333,22,1,164.00,0.2005,32.88,131.12
526,3903,22,3,164.00,0.1488,24.40,418.80
527,4783,22,3,164.00,0.3458,56.71,321.87
528,8948,22,1,164.00,0.0653,10.71,153.29
529,9366,22,2,164.00,0.1604,26.31,275.38
530,11161,22,4,164.00,0.0412,6.76,628.96
531,12901,22,4,164.00,0.0903,14.81,596.76
532,13337,22,2,164.00,0.0109,1.79,324.42
533,14888,22,3,164.00,0.0242,3.97,480.09
534,16461,22,4,164.00,0.0378,6.20,631.20
